code,acronym,title,year,amount_eur,duration_months,program,coordinator
DATAE-2023-PREDIPLEX-92D,,Utilisation des EDS AuRA pour lévaluation précoce   en temps réel des risques dévénements indésirables liés aux soins à partir des données enregistrées dans les 48 premières heures dune hospitalisation : application au risque thrombo-embolique veineux.,2023,,,SIRANo,CHU GRENOBLE ALPES
101135986,LAUDS Factories,Local Accessible Urban Digital and Sustainable Factories: New European Bauhaus Approach to Open and Decentralised Urban Manufacturing,2023,16734,,Horizon Europe,
101154963,ENCAPSULATE,Demystifying mechanisms of metal impurities during CO2 mineralization of industrial solid wastes,2023,244894,,Horizon Europe,
ANR-22-PEXO-0012,K3,"Impact des changements globaux sur la ressource en eau des socio-hydrosystèmes karstiques : Vulnérabilité, Sensibilité et Gestion",2022,,,PIA ANR,Université de Montpellier
ANR-22-PEXO-0011,ALIQUOT,"Acides nucliéques, molécules sentinelles des écosystèmes aquatiques continentaux",2022,,,PIA ANR,CNRS Rhône Auvergne (Villeurbanne)
ANR-22-PEXO-0005,OWMS,"Empreinte eau intégrant qualité et quantité, impacts sur les écosystèmes et la société pour une approche compréhensive des cycles, des interactions et de la surveillance",2022,,,PIA ANR,Université de Rennes
ANR-22-PEXF-0009,DEEP-C,Carbon sink or methane source – local to global scale assesment of lentic waters’ role in the climate system,2022,,,PIA ANR,INRAE centre Lyon Grenoble Auvergne Rhône Alpes
ANR-22-PEXD-0005,DIAMS,Design by artificial Intelligence and high throughput data of advanced Alloys and innovative Metallurgical concepts for Structural applications,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-PETA-0014,Flex-Mediation,Variability of renewable energies and intermediation towards end users,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-PETA-0001,Pilotage et gouvernance du programme PEPR TASE,Pilotage et gouvernance du programme PEPR TASE,2022,,,PIA ANR,CEA Paris
ANR-22-PERE-0004,PAC3R,"PACkaging, Recycling, Recyclability, Re-use of papers and cardboards",2022,,,PIA ANR,Institut National Polytechnique Grenoble
ANR-22-PEFT-0004,NF-PERSEUS,Power-efficient radio interface for sub-7GHz distributed massive MIMO infrastructUres,2022,,,PIA ANR,CEA Paris
ANR-22-PECY-0002,iPoP,interdisciplinary Project on Privacy,2022,,,PIA ANR,INRIA siège
ANR-22-PEAE-0004,LINDDA,LINDDA: Living INfrastructure to Design responsible Digital technology for Agroecological transition,2022,,,PIA ANR,Learning Planet Institute
ANR-22-EXOR-0018,Smart scheduling,Smart scheduling,2022,,,PIA ANR,CNRS Ile-de-France Meudon
ANR-22-EXOR-0010,MARCUS,Management and Analysis In Restricted Containment of Unknown Samples,2022,,,PIA ANR,Centre National d'Etude Spatiales
ANR-22-EXES-0001,GATES,Grenoble Attractiveness and ExcellencES,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXEN-0003,PILOT,Collaboration à long terme,2022,,,PIA ANR,INRIA siège
ANR-22-EXBR-0004,AVATAR,Digital avatar developments of local and regional social-ecological systems of the Southwestern Indian Ocean,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-CMAS-0005,EFELIA-MIAI,Ecole Française de l'Intelligence Artificielle - MIAI Institute,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-ASDR-0043,USMB BOOST,Développement stratégique de l’USMB : vers un accompagnement renforcé des activités de formation continue et de projets européens,2022,,,PIA ANR,Université de Savoie Mont-Blanc
PREPS-2022-TRAUMATRIX-6FB,,Effet d'un outil d'aide à la décision basé sur apprentissage automatisé sur le triage dans le parcours des patients traumatisés graves,2022,,,SIRANo,CHU GRENOBLE ALPES
101119852,HEAT4ENERGY,Magnetic ENERGY conversion for waste HEAT,2022,,,Horizon Europe,
ANR-22-CE37-0009,PPNet,Analyse du réseau de la nociception et de la douleur dans la maladie de Parkinson,2022,,,ANR,Centre national de la recherche scientifique
ANR-22-CE36-0018,ORANDANI,Les retardateurs de flamme organophosphorés affectent-ils le neurodéveloppement ? Investigation par neuroimagerie,2022,,,ANR,Université Grenoble Alpes
ANR-22-CE03-0004,ClimAir,Changement climatique et pollution atmosphérique en site urbanisé : impact sanitaire et socio-économique de scénarios d'atténuation,2022,,,ANR,Laboratoire des Ecoulements Géophysiques et Industriels
AAP-2022-SIP-312139,LifeSleep,Effets d'un programme interventionnel en vie réelle sur le mode de vie et le sommeil impactant la qualité de vie dans le cadre de prévention primaire,2022,,,IRESP,
101147319,EBRAINS 2.0,EBRAINS 2.0: A Research Infrastructure to Advance Neuroscience and Brain Health,2022,110625,,Horizon Europe,
101103345,SpontaneousPAST,Using déjà vu to better understand spontaneous retrieval in human memory,2022,211755,,Horizon Europe,
ANR-22-SS20-0046,COMMED2UGA,Communication et Mediation des sciences à l'UGA,2022,,,ANR,Université Grenoble Alpes
101112065,EECONE,European ECOsystem for greeN Electronics,2022,36083,,Horizon Europe,
101106862,SOUNDCHANGE,Listening to change: acoustic monitoring of multi-trophic community dynamics in the face of increasingly variable and extreme environmental conditions,2022,,,Horizon Europe,
101119929,DETOCS,Data to Enable Transformation and Optimisation for Concrete Sustainability,2022,,,Horizon Europe,
101077874,LEAP,A leaky evidence accumulation process (LEAP) for consciousness,2022,,,Horizon Europe,
ANR-22-PEXF-0012,TROPECOS,Carbon budgets of TROPical coastal ECOSystems in the Anthropocene,2022,,,PIA ANR,Museum National D'Histoire Naturelle
ANR-22-PEXD-0002,ADAM,Accelerated Design of Architectured Materials,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-PETQ-0009,DIQKD,Distribution Quantique de clés avec des boites noires,2022,,,PIA ANR,CEA Paris
ANR-22-PETA-0011,SOLSTICE (PETA),New momentum in SOLving the indium and Silver consumption issues for a sustainable Terawatt-scale Industrialization of high efficiency solar Cells,2022,,,PIA ANR,CEA Paris
ANR-22-PESN-0017,DIGPHAT,Multi-scale and longitudinal data modeling in pharmacology: toward digital pharmacological twins,2022,,,PIA ANR,INSERM Délégation Nouvelle-Aquitaine
ANR-22-PEEL-0015,RENATECH,Projet Ciblé Equipements RENATECH - PEPR ELECTRONIQUE,2022,,,PIA ANR,CNRS délégation Paris-Normandie
ANR-22-PEEL-0007,T-REX-6G,THz transistoR EXperience for 6G,2022,,,PIA ANR,CNRS Hauts-de-France
ANR-22-PEEL-0004,VERTIGO,Vertical GaN for High Voltage,2022,,,PIA ANR,CEA Paris
ANR-22-FRAN-0008,TRANS3,"Trois applications pour les apprentissages fondamentaux : Transmission de connaissances, Transfert labo-école, Transformations des pratiques",2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXTR-0004,DEMOCLIMA,TRansformative Advances in Climate modelling for Climate Services,2022,,,PIA ANR,IRD Montpellier
ANR-22-EXSS-0011,S-PASS,Paris Basin study site – Resources and uses of Urban subsurface,2022,,,PIA ANR,BRGM
ANR-22-EXOR-0019,SHS approach to Origins,"Origins, from planets to life - technological, societal and epistemic breakthroughs",2022,,,PIA ANR,CNRS délégation Paris-Centre
ANR-22-EXOR-0016,AI data analysis,Analyse de données par intelligence artificielle,2022,,,PIA ANR,Université Jean-Monnet
ANR-22-EXOR-0009,µL2-HRMS,Origins of interstellar and fossil organics using laser-assisted mass spectrometry,2022,,,PIA ANR,CNRS Hauts-de-France
ANR-22-EXOR-0006,Compact spectographs,Compact monomode Spectrographs for exoplanets,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXOR-0005,Photonics,Integrated Optics for Optical Interferometry,2022,,,PIA ANR,Observatoire de la Côte d'Azur (Nice)
ANR-22-EXIR-0009,INTERRISK,INTERnational actions for RISK scIences,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXIR-0003,IRIMONT,Risques en montagne: Evaluation et mitigation des risques d'origine naturelle au sein des territoires de montagne dans le contexte du changement global,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXIR-0001,Pilotage et gouvernance du programme IRIMa,Pilotage et gouvernance du programme IRIMa,2022,,,PIA ANR,BRGM
ANR-22-EXEN-0005,CONGRATS,Gestion des communautés à différentes échelles,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-CMAS-0022,AMHY de Grenoble,Accélération du Montage des formations HYdrogène de Grenoble,2022,,,PIA ANR,Université Grenoble Alpes
PREPS-2022-FARGO-C68,,Facteurs et résultats associés au délai de reconnaissance de larrêt cardiaque dans les centres dappel durgence. Etude ancillaire dun essai contrôlé randomisé.,2022,,,SIRANo,CHU GRENOBLE ALPES
PHRCN-2022-HEPTRAUMA-902,,"Thromboprophylaxie par enoxaparine à dose intermédiaire versus standard chez le traumatisé sévère,essai randomisé contrôlé multicentrique en double aveugle.",2022,,,SIRANo,CHU GRENOBLE ALPES
101119633,IDPro,"Intrinsically disordered proteins in health and disease: mechanisms, molecular context and opportunities for drug discovery",2022,,,Horizon Europe,
101104374,EquitES,Supporting Nature's Contributions to People and social equity in the face of climate change,2022,,,Horizon Europe,
101099093,Prometeus,Preterm Brain-Oxygenation and Metabolic EU-Sensing: Feed the Brain,2022,499575,,Horizon Europe,
101092562,ICOS,International Cooperation 0n Semiconductors,2022,14550,,Horizon Europe,
101112295,ARCHIMEDES,Trusted lifetime in operation for a circular economy,2022,21000,,Horizon Europe,
ANR-22-PNCQ-0002,HQI – R&amp;D et Support,Initiative Nationale Hybride HPC Quantique – R&D et Support des communautés,2022,,,PIA ANR,CEA Paris
ANR-22-PEXO-0004,OBSWATERS,Dispositifs d'observation pour l'analyse des socio-hydrosystèmes dans leurs territoires,2022,,,PIA ANR,CNRS Rhône Auvergne (Villeurbanne)
ANR-22-PESN-0016,REWIND,Precision medicine with longitudinal data,2022,,,PIA ANR,INRIA siège
ANR-22-PESN-0005,SAFEPAW,Societal assets for E-healthcare patient pathways,2022,,,PIA ANR,CNRS délégation Paris-Centre
ANR-22-PECY-0005,SECUREVAL,Improving Software Systems Security Evaluation,2022,,,PIA ANR,CEA Paris
ANR-22-PECY-0004,ARSENE,ARchitectures SEcurisées pour le Numérique Embarqué,2022,,,PIA ANR,CEA Paris
ANR-22-PEBA-0004,LIMASSE,Li-Metal Solid State Batteries,2022,,,PIA ANR,CNRS Hauts-de-France
ANR-22-EXSP-0002,CHIREX,Beyond CMOS with chiral textures,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-EXSO-0004,Knowledge Hubs,Thinking Nature-based solutions - SOLU-BIOD Knowledge Hubs,2022,,,PIA ANR,Université de Montpellier
ANR-22-EXLU-0003,OPERANDO-LUMA,Operando-prototyping infrastructure - round 1 (WP2),2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-EXIR-0008,Plateformes,Plateformes numériques - Une architecture distribuée de données et de services concourrant à la mise en œuvre de scénarios de risques,2022,,,PIA ANR,BRGM
ANR-22-EXIR-0007,RISC,"Risques et sociétés à l’ère des changements environnementaux globaux : enjeux, savoirs et politiques",2022,,,PIA ANR,CNRS Paris Villejuif
ANR-22-EXIR-0006,Risques NaTech,Anticipation et gestion d’accidents technologiques engendrés par un événement naturel dans les territoires urbains et périurbains,2022,,,PIA ANR,Institut National de l'environnement industriel et des risques
ANR-22-EXEN-0006,TRANSVERSE,Défis transversaux de la collaboration numérique pour la science et la société,2022,,,PIA ANR,Sorbonne Université
ANR-22-EXEN-0004,MATCHING,Collaboration avec des systèmes intelligents,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXEN-0001,Pilotage et gouvernance du programme eNSEMBLE,Pilotage et gouvernance du programme eNSEMBLE,2022,,,PIA ANR,CNRS délégation Paris-Normandie
PHRCI-2022-AIDESTRESSECHO-B0D,,Intelligence artificielle avec apprentissage profond sur l'échographie de stress pour laide au diagnostic de la maladie coronarienne,2022,,,SIRANo,CHU GRENOBLE ALPES
ANR-22-QUA2-0004,VERIqTAS,"Vérification des technologies, applications et systèmes quantiques",2022,,,ANR,"Center for Theoretical Physics, Polish Academy of Sciences"
ANR-22-CE19-0004,INORA,Optimisation des semelles pour les patients atteints de polyarthrite rhumatoïde,2022,,,ANR,SAnté INgenierie BIOlogie Saint-Etienne
101119715,CONTRABASS,zero-CO2 cemeNt ThRough cArBonation of cAlcium Silicates and aluminateS,2022,282694,,Horizon Europe,
ANR-22-POCE-0003,MEDIATION,Methodological developments for a robust and efficient digital twin of the ocean,2022,,,PIA ANR,INRIA Grenoble Rhônes-Alpes
ANR-22-PEXO-0006,AQUATHEQUE,"Conception d’une Aquathèque: banque d’échantillons pour l’archivage à long-terme d’eaux brutes et d’empreintes chimiques, biologiques et biochimiques",2022,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-22-PEXF-0004,RIFT,Support to experimental infrastrucure (flux towers),2022,,,PIA ANR,IRD Marseille
ANR-22-PEXD-0013,METSA,Mixing Electron Tomographies in Scanning mode with Advanced algorithms and advanced Direct Electron Detectors,2022,,,PIA ANR,CEA Paris
ANR-22-PEXD-0011,ESRF,Accelerated X-ray Characterization of materials at french CRG ESRF beamlines,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-PETQ-0004,QubitAF,Qubits à Atomes Froids pour la Simulation et le Calcul Quantiques,2022,,,PIA ANR,Institut d'Optique Graduate School
ANR-22-PETQ-0002,PRESQUILE,Préparation des Si-Qubits pour l'Intégration à Large Echelle,2022,,,PIA ANR,CEA Paris
ANR-22-PETA-0009,FLEXTASE,Flexibility for TASE,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-PESV-0003,DIVEDIT,Promoting AgrobioDIVersity through genome EDITing,2022,,,PIA ANR,IRD Montpellier
ANR-22-PEHY-0005,PEMFC95,Development of a PEMFC cell that can durably operate at 95°C,2022,,,PIA ANR,Institut National Polytechnique Grenoble
ANR-22-FRAN-0003,Expire II,Expérimenter la Pensée Informatique pour la Réussite des Élèves II,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXSS-0012,AQUIBEAT,Aquitaine basin geology analogue for the energy transition,2022,,,PIA ANR,CNRS Aquitaine
ANR-22-EXSP-0009,SPINTHEORY,Theory and multiscale modelling,2022,,,PIA ANR,CEA Paris
ANR-22-EXSO-0008,E_Sfn SOLU-BIOD,ÉCOLE DES SOLUTIONS FONDÉES SUR LA NATURE,2022,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-22-EXOR-0015,MHD@Exascale,MHD codes for exascale supercomuter,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXNU-0005,Exa-AToW,Architectures and Tools for Large-Scale Workflows,2022,,,PIA ANR,Université de Rennes
ANR-22-EXIR-0005,ROM,"Risques sismo-volcaniques, tsunamis et hydro-climatiques en OutreMer et zones intertropicales",2022,,,PIA ANR,Institut de Physique du Globe de Paris
ANR-22-EXES-0012,SHAPE-MED@Lyon,Structuring a one Health Approach for PErsonalized Medicine in Lyon,2022,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-22-CMAS-0021,CyberSkills@UGA,Compétences et métiers d'avenir en Cybersécurité à l'Université Grenoble Alpes,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-CMAS-0001,QuanTEdu-France,Quantum technologies: Education and training to fulfill the strategic skill needs of research and industry in France,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-ASDR-0001,ABILITY (ESRI),Integrated strategy for diversifying resources in Lyon : mobilizing European and private funds for research and training with a srong societal impact,2022,,,PIA ANR,Université de Lyon I (Claude Bernard)
PHRCN-2022-SPEECHBCI-AD5,,Évaluation de la faisabilité et de l'efficacité d'une interface cerveau-machine chronique pour la réhabilitation de la parole chez des patients en Locked-in Syndrome (LIS),2022,,,SIRANo,CHU GRENOBLE ALPES
101104996,DECODE,DECiphering the seismic signature Of aseismic DEformation,2022,195915,,Horizon Europe,
101100924,PATHO-LEGO,All-in-one supramolecular approach as an innovative anti-infectious strategy,2022,150000,,Horizon Europe,
ANR-22-PEXF-0006,CarboNium,Support to instrumentation land–coastal zone continuum,2022,,,PIA ANR,CNRS délégation Occitanie Ouest
ANR-22-PEXD-0015,DIAMOND,"Data management and Infrastructures for Artificial intelligence, Modelling, Optimization and Numerical Design",2022,,,PIA ANR,CEA Paris
ANR-22-PEXD-0006,FastNano,Low-Dimension Materials,2022,,,PIA ANR,CEA Paris
ANR-22-PETQ-0012,E-QUBIT-FLY,Electronic Flying Qubits,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-PETQ-0007,EPiQ,"Etude de la pile quantique : Algorithmes, modèles de calcul et simulation pour l’informatique quantique",2022,,,PIA ANR,INRIA siège
ANR-22-PETQ-0003,RobustSuperQ,Robust superconducting and hybrid quantum bits,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-PETA-0016,PowDev,Strategic Power Systems Development for the Future,2022,,,PIA ANR,CentraleSupélec
ANR-22-PETA-0003,DC-ARCHITECT,Co-designing future distribution grids based on their inverter-based components,2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-PESN-0012,BHT,Brain Health Trajectories,2022,,,PIA ANR,INSERM Délégation Provence-Alpes-Côte d'Azur et Corse
ANR-22-PECY-0010,CRYPTANALYSE,Cryptanalyse de primitives cryptographiques classiques,2022,,,PIA ANR,INRIA siège
ANR-22-PECY-0008,SuperViz,SuperViz,2022,,,PIA ANR,INRIA siège
ANR-22-PEBI-0010,Bioengineered Skin-France,Bioengineering of next-generation skin substitutes for cutaneous regeneration,2022,,,PIA ANR,CEA Paris
ANR-22-PEAE-0005,AgroDiv,Genomic and functional characterization of domestic plant and animal genetic diversity as a keystone for agroecology: linking genome to phenome,2022,,,PIA ANR,INRAE Centre Siège
ANR-22-PAVH-0004,KAPPA,"Conditions d’accès aux aides et politiques publiques de l’autonomie - Origines, implications et perspectives d’évolution de la segmentation par âge",2022,,,PIA ANR,INED Paris
ANR-22-EXTR-0010,ISClim,Polar Ice sheets,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-EXTR-0006,COMPACT,"COMputing PAradigms towards efficient, modular and trainable ClimaTe models",2022,,,PIA ANR,Université Grenoble Alpes
ANR-22-EXTR-0002,DIALOG,TRansformative Advances in Climate modelling for Climate Services,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-EXSS-0013,GOYAVES,"Géologie et sOciétés en GuYAne, pour des Visions partagées des géoressources Et des Socio-écosystèmes",2022,,,PIA ANR,CNRS Centre Est (Vandoeuvre)
ANR-22-EXSS-0010,Fossé Rhénan,Targeter project,2022,,,PIA ANR,CNRS Alsace (Strasbourg)
ANR-22-EXSS-0003,DyMod,Dynamic modeling,2022,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-22-EXSP-0008,SPINCHARAC,Advanced characterization facilities,2022,,,PIA ANR,CEA Paris
ANR-22-EXNU-0003,Exa-Soft,High Performance Computing software and tools,2022,,,PIA ANR,INRIA siège
ANR-22-EXES-0017,USMB SHINE,USMB Strategy for Higher Impact oN Ecosystem and society,2022,,,PIA ANR,Université de Savoie Mont-Blanc
ANR-22-EXEN-0002,CATS,Espaces de collaboration,2022,,,PIA ANR,Université Paris-Saclay
PREPS-2022-APACHES-285,,"Atelier de Prévention pour lutter contre les Agressions et les Comportements de Harcèlement à lEcole dans le cadre du Service sanitaire des étudiants des professions de santé,essai contrôlé randomisé en clusters.",2022,,,SIRANo,CHU GRENOBLE ALPES
ANR-22-CE44-0040,BoronTrap,Cibler les Aminoacyl-ARNt Synthétases des Bactéries Pathogènes à Gram Positif pour Vaincre la Résistance Antibactérien aux Antibiotiques,2022,,,ANR,Université Grenoble Alpes
ANR-22-CE30-0045,BronchoClogDrain,Mécanismes de transport de mucus et d’obstruction des bronches dans la BPCO,2022,,,ANR,RHEONOVA
101111203,PERSONA,Two-Photon Excited Near-Infrared Emissive Multifunctional Gold Nanoclusters for Imaging and Photothermal Treatment for Alzheimer's Disease,2022,,,Horizon Europe,
ANR-21-MATP-1701,H2DEC (P),H2DEC,2021,,,PIA ANR,SATT SAYENS
ANR-21-ESRE-0049,PACIFICS,Particle Accelerators Initiative for Future Innovative and Challenging Systems,2021,,,PIA ANR,CNRS IDF Sud (Gif)
ANR-21-ESRE-0030,CONTINUUM,Collaborative Continuity from Digital to Human,2021,,,PIA ANR,CNRS IDF Sud (Gif)
ANR-21-ESRE-0023,InfectioTron,Integrative and multidisciplinary tools for the study of infectious diseases from the wild to the lab,2021,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-21-ESRE-0020,MARMOR,Equipement géophysique de recherche marine avancée et observatoire multidisciplinaire pour la recherche et la surveillance à Mayotte,2021,,,PIA ANR,IFREMER-PLOUZANE BREST
ANR-21-ESRE-0014,TERRA-FORMA,Concevoir et tester l'observatoire intelligent des territoires à l'ère Anthropocène,2021,,,PIA ANR,CNRS Bretagne Pays de Loire (Rennes)
ANR-21-CMAQ-0003,QuantForm-UGA,Formation Quantique Université Grenoble Alpes,2021,,,PIA ANR,Université Grenoble Alpes
INCa-15886,,Social-CHIEF: influence of social determinants of health on hepatocellular carcinoma management in the French national cohort CHIEF,2021,,,INCa,CHU Grenoble - Alpes
PHRCI-2021-RESONANCE-7B1,,"Trajectoires de santé des patients avec maladies,chroniques du foie,analyse dune cohorte historique SNDS",2021,,,SIRANo,CHU GRENOBLE ALPES
101096256,SHIFT,Sustainable tecHnologies enablIng Future Telecommunication applications,2021,522774,,Horizon Europe,
101058518,Geo-INQUIRE,Geosphere INfrastructures for QUestions into Integrated REsearch,2021,109375,,Horizon Europe,
ANR-21-PEA1-0006,GO-STI,Grenoble Ouagadougou - Sciences et Technologies pour l'Industrie,2021,,,ANR,Université Grenoble Alpes
ANR-21-CE17-0007,OLIGO-SPERM,Evaluation de l’importance des transmissions oligogéniques dans l'infertilité masculine,2021,,,ANR,CHU Grenoble Alpes
ANR-21-CE16-0022,EngFlea,Encodage de l'apprentissage rapide dans le striatum,2021,,,ANR,Equipe Dynamique et Physiopathologie des réseaux neuronaux - CIRB (Centre interdisciplinaire de recherche en biologie)
ANR-21-CE13-0040,PLUME,Contrôle moléculaire et morphogénétique de la formation du plumage,2021,,,ANR,Centre interdisciplinaire de recherche en biologie
ANR-21-ASTR-0016,AMIRAL,AMélioration des sIgnatures reposant sur les Réseaux et Applications aux fonctionnaLités cryptographiques avancées,2021,,,ANR,"Groupe de recherche en informatique, image, automatique et instrumentation de Caen"
101079485,PRIMiNaS,Program for Research and Innovation on Micro and Nanotechnology for Sensors,2021,229375,,Horizon Europe,
101072454,MWGaiaDN,MWGaiaDN: Revealing the Milky Way with Gaia,2021,282694,,Horizon Europe,
101074004,C2IMPRESS,CO-CREATIVE IMPROVED UNDERSTANDING AND AWARENESS OF MULTI-HAZARD RISKS FOR DISASTER RESILIENT SOCIETY,2021,224988,,Horizon Europe,
101069726,SEATBELT,SOLID-STATE LITHIUM METAL BATTERY WITH IN SITU HYBRID ELECTROLYTE,2021,90600,,Horizon Europe,
101075582,RES4CITY,Renewable Energies System for Cities,2021,148125,,Horizon Europe,
101062977,MISSION,Metabolomics InveStigation of cyStic fIbrosis pulmOnary exacerbatioNs,2021,211755,,Horizon Europe,
101057901,SURPASS,"Safe-, sUstainable- and Recyclable-by design Polymeric systems - A guidance towardS next generation of plasticS",2021,305035,,Horizon Europe,
101072761,ICEBIO,Center for Glacial Biome Doctoral Network,2021,180610,,Horizon Europe,
ANR-21-PEA2-0005,3EC-Sahel,"Eau, Environnement et Enjeux Climatiques au Sahel",2021,,,ANR,Université Grenoble Alpes
ANR-21-JSTM-0001,BDAI,"Un nouveau principe de dualité Bayésienne pour l'apprentissage adaptatif, robuste et permanent en IA",2021,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
101086257,INOVEC,a research and InNOvation Partnership for enhancing the surveillance and control of mosquito VECtors of emerging arboviruses,2021,,,Horizon Europe,
101073088,MAWI,Matter-Wave Interferometers,2021,282694,,Horizon Europe,
101066908,PLATOCHRON,A new understanding of the uplift and incision of the Colorado Plateau from classical and electron spin resonance thermochronology,2021,308747,,Horizon Europe,
101073148,EnvSeis,Studying the Earth's surface with seismic methods,2021,565387,,Horizon Europe,
101064805,LEMMA,Landslide and avalanchE Mechanics with Multiphysical datA,2021,,,Horizon Europe,
101065060,NanoSep,Hybrid nanoporous materials for the separation of fluid mixtures,2021,,,Horizon Europe,
ANR-21-MATP-1402,Quantinuum,Continuum pour le quantique,2021,,,PIA ANR,SATT AxLR
ANR-21-MATP-1201,FramexG (P),FRench progrAm of IP Massification for Europe in xG,2021,,,PIA ANR,Institut Mines Télécom
ANR-21-MATP-0303,ASTRAGAL (ADFS) (P),ACCELERATION AU SERVICE DE LA TRANSITION AGRICOLE ET ALIMENTAIRE,2021,,,PIA ANR,INRAE Transfert
ANR-21-FTAP-0002,FlexiSanté,Parcours Réussite Flexible en Santé,2021,,,PIA ANR,Université Numérique en Santé et Sport.fr
ANR-21-ESRE-0015,TIRREX,Infrastructure technologique pour la recherche d’excellence en robotique,2021,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-21-ESRE-0011,MAGNIFIX,Mise Au meilleur niveau Global et Nouvelles Infrastructures Françaises d’Investigation aux rayons X durs,2021,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-21-DMES-0003,DémoUHA,Démonstrateur de la Transformation Numérique Responsable de l'UHA,2021,,,PIA ANR,Université de Haute Alsace
PHRCN-2021-TARGET-54B,,Effet d'une stratégie analgésique précoce par bloc continu des érecteurs du rachis pour réduire la durée de ventilation après un traumatisme thoracique grave : une étude randomisée contrôlée en ouvert de supériorité-,2021,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2021-H2CRYOFA-5CD,,Effet de l'hydrogénothérapie inhalée sur les récidives précoces de fibrillation atriale post-ablation,2021,,,SIRANo,CHU GRENOBLE ALPES
101081458,QUANG,Quantum Grenoble Doctoral Programme,2021,3628800,,Horizon Europe,
101072699,TREAD,daTa and pRocesses in sEismic hAzarD,2021,282694,,Horizon Europe,
101072717,GlycoNoVi,Understanding the Role of Glycans in Human Norovirus Infection: a Key to Unlock New Therapies,2021,,,Horizon Europe,
101069505,SOLiD,Sustainable manufacturing and optimized materials and interfaces for lithium metal batteries with digital quality control,2021,58938,,Horizon Europe,
101096464,CLIMABOROUGH,Building Green and Climate Neutral City-Hubs,2021,359375,,Horizon Europe,
ANR-21-CE45-0038,RADIO-AIDE,Neurotoxicité radio-induite évaluée par modélisation spatio-temporelle combinée à l'intelligence artificielle après radiothérapie cérébrale,2021,,,ANR,Institut de Radioprotection et de Sureté Nucléaire - Pôle Santé Environnement - Direction Santé
ANR-21-CE28-0026,DAY-STRESS,Du laboratoire au terrain: Une évaluation multidimensionnelle du stress en vie quotidienne pour mieux comprendre les effets de facilitation et d'inhibition sociale,2021,,,ANR,LABORATOIRE SPORT ET ENVIRONNEMENT SOCIAL
ANR-21-CE22-0014,ANNAPOLIS,Navigation autonome parmi les appareils de mobilité personnels,2021,,,ANR,Centre de Recherche Inria Sophia Antipolis - Méditerranée
ANR-21-RHUS-0006,ICELAND,Transcatheter Mitral Valve Repair Device incorporating a coaxial intra cardiac echography probe (ICE) for direct mitral annuloplasty,2021,,,PIA ANR,Hospices Civils de Lyon
ANR-21-MATP-0601,CACTUS (P),Consortium pour l’Acceleration déCarbonnée et le Tranfert pour l’indUStrie,2021,,,PIA ANR,CNRS INNOVATION
ANR-21-MATP-0401,BATMAT (P),Consortium de prématuration et maturation pour les batteries,2021,,,PIA ANR,CNRS INNOVATION
ANR-21-MATP-0304,ASTRAGAL (ADFS),ACCELERATION AU SERVICE DE LA TRANSITION AGRICOLE ET ALIMENTAIRE,2021,,,PIA ANR,SATT Paris Saclay
ANR-21-MATP-0302,ASTRAGAL,Accélération au service de la transition agricole et alimentaire,2021,,,PIA ANR,SATT AxLR
