code,acronym,title,year,amount_eur,duration_months,program,coordinator
ANR-21-ESRE-0010,GAIA DATA,"Infrastructure distribuée de données et services pour l’observation, la modélisation et la compréhension du système Terre, de la biodiversité et de l’environnement",2021,,,PIA ANR,CNRS délégation Occitanie Est
101073271,SHINE,Safe underground Hydrogen storage IN porous subsurface rEservoirs,2021,565387,,Horizon Europe,
ANR-21-CE13-0039,NetFlux,Comprendre le reseau de flux d'ions dans la cellule de garde d'Ararbidopsis pour le contrôle des échanges gazeux,2021,,,ANR,Biochimie et Physiologie Moléculaire des Plantes
AAP-2021-Blanc-513-349,ADAM,Accessibilité et Droit à l’espace public des Aînés : une entrée par la Marche,2021,,,IRESP,
101042275,Stellar-MADE,Exploring the impact of Stellar Multiplicity on planet formation Across Disc Evolution,2021,710814,,Horizon Europe,
101072830,ECOMATES,Electrochemical conversion of CO2 into added value products via highly selective bimetallic MATerials and innovative process dESign,2021,,,Horizon Europe,
101059435,ROSAMA2,RObust and Sustainable Additive Manufacturing of Amorphous Metallic Alloys,2021,218160,,Horizon Europe,
ANR-21-MATP-1401,Quantinuum (P),Continuum pour le quantique,2021,,,PIA ANR,CNRS INNOVATION
ANR-21-MATP-0801,CIRCLE (P),Consortium pour l'Innovation dans le Recyclage et la CircuLarité de l'Economie,2021,,,PIA ANR,CNRS INNOVATION
ANR-21-MATP-0501,BIOSCALE (P),Produits BIOssourcés et Biotechnologies InduStrielles – CArburants DurabLEs,2021,,,PIA ANR,INRAE Transfert
ANR-21-ESRE-0029,T-REFIMEVE,Time-frequency shared service on optical fibre network,2021,,,PIA ANR,Université Sorbonne Paris Nord
ANR-21-ESRE-0027,FASUM,Forty Tesla Superconducting User Magnet,2021,,,PIA ANR,Université Grenoble Alpes
ANR-21-ESRE-0013,OBS4CLIM,Système d’observation intégré pour l’atmosphère,2021,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-21-ESRE-0012,NANOFUTUR,Investissements en NANOfabrication pour les nanotechnologies du FUTUR,2021,,,PIA ANR,CNRS délégation Paris-Normandie
101046920,iSenseDNA,Computation driven development of novel vivo-like-DNA-nanotransducers for biomolecules structure identification,2021,286169,,Horizon Europe,
ANR-21-MATP-1801,ICCARE (P),ICCARE (P),2021,,,PIA ANR,Université d'Aix-Marseille
ANR-21-MATP-1202,FramexG,Équipe de France 5.X.G,2021,,,PIA ANR,SATT Ouest Valorisation
ANR-21-MATP-0201,ExTASE (P),ExTASE,2021,,,PIA ANR,Université Grenoble Alpes
ANR-21-ESRE-0051,MesoNET,Mesocentre Network,2021,,,PIA ANR,Grand Equipement National De Calcul Intensif
ANR-21-ESRE-0034,IDEE,"Innovation, Data and Experiments in Education",2021,,,PIA ANR,Université Paris Sciences et Lettres
ANR-21-ESRE-0016,Spatial-Cell-ID,Equipement national de transcriptomique spatio-temporelle à résolution cellulaire,2021,,,PIA ANR,Ecole Normale Supérieure de Lyon
ANR-21-ESRE-0008,F-CELT,Contribution Française à l’instrumentation de l’Extremely Large Telescope,2021,,,PIA ANR,CNRS délégation Paris-Normandie
PRTS-2021-EGEA30YEARS-218,,Risque cardiovasculaire dans l'asthme: une approche longitudinale et multidéterminants,2021,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2021-QUANTIFOT-2D1,,Utilisation du QuantiFERON® CMV dans la décision thérapeutique en cas d'infection à CMV asymptomatique chez le transplanté d'organe solide,2021,,,SIRANo,CHU GRENOBLE ALPES
AAP-2021-SIP-3,ETUCARE,ETUCARE: Promotion de la santé mentale chez les étudiants,2021,,,IRESP,
ANR-21-COVR-0004,COVoM,"Covid19 sur mon Mobile : les applications gouvernementales anti-covid, des outils contre la pandémie ?",2021,,,ANR,PACTE - Laboratoire de sciences sociales
ANR-21-CE46-0006,MODENA,Réduction de modèle et de données pour l'assimilation efficace,2021,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-21-CE45-0005,FISHSIF,Simulations numériques d'un banc de poisson combinant hydrodynamique et forces sociales cognitives,2021,,,ANR,Laboratoire Interdisciplinaire de Physique
ANR-21-CE19-0020,LIVE3D_CNN,Développement d’un vidéo microscope holographique 3D associée à des réseaux de neurones convolutifs (CNN) pour l’identification de nouveaux marqueurs de la santé embryonnaire préimplantatoire,2021,,,ANR,Laboratoire d'Electronique et de Technologie de l'Information
101062754,MEMOCAUSE,A Theory of Memory Causation,2021,211755,,Horizon Europe,
101058129,DT-GEO,A Digital Twin for GEOphysical extremes,2021,31000,,Horizon Europe,
101003536,ESM2025,Earth system models for the future,2020,12125,,H2020,Météo-France
ANR-20-SFRI-0003,CAP GS,Clermont Auvergne Projet Graduate School,2020,,,PIA ANR,Université Clermont Auvergne
ANR-20-NCUN-0009,ET-LIOS,Enseignement Technologie de LIcence Ouverts,2020,,,PIA ANR,Université de Technologique de Compiègne
ANR-20-NCUN-0003,THEME,Transition vers l'Hybridation En MiagE,2020,,,PIA ANR,Université de Lyon I (Claude Bernard)
ANR-20-NCUN-0001,HTTP,Hybridation Technologique et Travaux Pratiques,2020,,,PIA ANR,Université Grenoble Alpes
PRME-2020-SOCRATES-BE0,,"Evaluation médico-économique d'une stratégie avec scanner coronaire en première ligne comparée à la stratégie avec test fonctionnel en première ligne, chez les patients à risque intermédiaire de présenter une maladie coronaire stable : un essai clinique prospectif, contrôlé, randomisé-",2020,,,SIRANo,CHU GRENOBLE ALPES
101021894,CARS-CO2,Carbonatation of Sulphates for CO2 sequestration,2020,184708,,H2020,Université Grenoble Alpes
101017408,UNITE.H2020,Planning the Future of Research & Innovation in the European University Alliance UNITE!,2020,46706,,H2020,Polytechnic University of Turin
ANR-20-CE33-0008,muDialBot,MUlti-party perceptually-active situated DIALog for human-roBOT interaction,2020,,,ANR,Laboratoire d'Informatique d'Avignon
ANR-20-CE17-0025,STEP,Thérapie de l'épilepsie par synchrotron,2020,,,ANR,GRENOBLE INSTITUT DES NEUROSCIENCES (GIN)
101007321,StorAIge,Embedded storage elements on next MCU generation ready for AI on the edge,2020,501630,,H2020,STMicroelectronics
101032391,MEMOBJECT,Objectual Memory: Remembering Objects by Simulating the Past,2020,184708,,H2020,Université Grenoble Alpes
ANR-20-ERC9-0005,AGIQS,Invariants de Gromov-Witten de l'hypersurface quintique en tous genres via les espaces symétriques,2020,,,ANR,Institut Fourier - Université Grenoble-Alpes
ANR-20-CE17-0021,dIAg-EM,Diagnostique médical par intelligence artificielle appliquée à la microscopie LIBS élémentaire,2020,,,ANR,INSTITUT LUMIERE MATIERE
ANR-20-CE14-0029,HYPOSEN,Impact cardiaque de la senescence précoce du tissu adipeux induite par l'hypoxie intermittente,2020,,,ANR,HYPOXIE : PHYSIOPATHOLOGIE CARDIOVASCULAIRE ET RESPIRATOIRE
956082,RE-DWELL,Delivering affordable and sustainable housing in Europe,2020,274802,,H2020,Fundacio Privada Universitat I Tecnologia
101007666,ESPERANTO,Exchanges for SPEech ReseArch aNd TechnOlogies,2020,92000,,H2020,Le Mans Université
101017453,KATY,Knowledge At the Tip of Your fingers: Clinical Knowledge for Humanity,2020,,,H2020,University of Rome Tor Vergata
ANR-20-STHP-0003,PERFANALYTICS,Analyse in situ de la performance,2020,,,PIA ANR,INRIA Grenoble Rhônes-Alpes
INCa-15711,,Biomarqueurs émergents RNAseq - GRENOBLE - Fédération de génétique moléculaire des cancers du CHU Grenoble Alpes,2020,,,INCa,CHU Grenoble - Alpes
INCa-15771,,Shared decision-making regarding healthcare pathway and complementary and alternative therapies : a pilot study (Ethic & CAT),2020,,,INCa,Université Grenoble-Alpes (UGA)
PHRCI-2020-CLOFISPERM-70A,,Etude de l'efficacité du clofilium sur l'obtention d'une grossesse en insémination intra-utérine,2020,,,SIRANo,CHU GRENOBLE ALPES
iLAB-W277,,Solutions logicielles de motion-design,2020,,,i-LAB,
101005611,EXCITE,Electron and X-ray microscopy Community for structural and chemical Imaging Techniques for Earth materials,2020,32500,,H2020,Utrecht University
965417,SLEEP REVOLUTION,Revolution of sleep diagnostics and personalized health care based on digital diagnostics and therapeutics with health data integration,2020,147449,,H2020,Reykjavík University
957202,HIDDEN,HINDERING DENDRITE GROWTH IN LITHIUM METAL BATTERIES,2020,46951,,H2020,VTT Technical Research Centre of Finland
643307,CIPRAASME,Establishing services enhancing the innovation management capacity of SME’s in the Enterprise Europe Network,2020,,,H2020,CCI de région Auvergne-Rhône-Alpes
101000812,FOOD TRAILS,Building pathways towards FOOD 2030-led urban food policies,2020,,,H2020,Comune di milano
958365,ICARUS,Innovative eco-efficient processing and refining routes for secondary raw materials from silicon ingot and wafer manufacturing for accelerated utilisation in high-end markets,2020,9750,,H2020,SINTEF
ANR-20-CE45-0014,Ctrl-AB,Optimisation et controle de la productivité d'un écosystème algues-bactéries,2020,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-20-NCUN-0005,UHA++,Université Hybride Agile,2020,,,PIA ANR,Université de Haute Alsace
PHRCI-2020-STICOG-C4F,,"Efficacité et tolérance de la stimulation électrique transcrânienne fronto-temporale gauche à courant continu (tDCS) comme traitement du déficit cognitif chez les sujets atteints de schizophrénie débutante,essai multicentrique, randomisé, contrôlé.",2020,,,SIRANo,CHU GRENOBLE ALPES
101007868,DCADE,Diamond Converter and Arc fault DEtection for high-altitude operations,2020,38096,,H2020,Skylife engineering sl
101024057,ToughMG,Modeling the fracture toughness of metallic glasses through a multiscale approach,2020,196708,,H2020,Université Grenoble Alpes
963862,THERA-LEGO,Commercial feasibility of a therapeutic approach to cancer based on ‘LEGO’ antibody recruiting glycodendrimers,2020,150000,,H2020,Université Grenoble Alpes
ANR-20-SODR-0001,HYPEC,,2020,,,ANR,Université Grenoble Alpes
ANR-20-NEUC-0003,Q-FunC,,2020,,,ANR,Université Grenoble Alpes
ANR-20-JSTM-0001,CyphAI,Méthodes formelles pour l'analysis et le développement de systèmes cyber-physiques intégrant l'intelligence artificielle,2020,,,ANR,Université Grenoble Alpes
ANR-20-CE48-0011,RAGE,Génération d'aléa pour la cryptographie avancée,2020,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-20-CE45-0023,ABC4M,Microscopie multimodale assistée par calcul Bayésien approximé pour explorer la mobilité nucléaire des facteurs de transcription,2020,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-20-CE27-0020,DHAF,Dante d'hier à aujourd'hui en France,2020,,,ANR,Les cultures de l'Europe Méditerranéenne Occidentale
ANR-20-CE23-0007,FairPlay,Algorithmes équitables via la théorie des jeux et l'apprentissage séquentiel,2020,,,ANR,INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE
633053,EUROfusion,Implementation of activities described in the Roadmap to Fusion during Horizon 2020 through a Joint programme of the members of the EUROfusion consortium,2020,1,,H2020,Max Planck Society
955515,SPIN,Seismological Parameters and INstrumentation,2020,549604,,H2020,Universität Hamburg
896932,TTV GUIDE TX,PERSONALISATION OF IMMUNOSUPPRESSION BY MONITORING VIRAL LOAD POST KIDNEY TRANSPLANTATION - A RANDOMISED CONTROLLED PHASE II TRIAL,2020,,,H2020,Medical University of Vienna
101008004,ATMO-ACCESS,Solutions for Sustainable Access to Atmospheric Research Facilities,2020,292500,,H2020,Centre national de la recherche scientifique
720270,HBP SGA1,Human Brain Project Specific Grant Agreement 1,2020,,,H2020,École Polytechnique Fédérale de Lausanne
ANR-20-IDES-0005,IDEES@UGA,IDéES@UGA,2020,,,PIA ANR,Université Grenoble Alpes
ANR-20-FTAP-0002,SHIFT,Licence Staps Hybride Interuniversitaire Flexible Tutorée,2020,,,PIA ANR,Université Numérique en Santé et Sport.fr
PREPS-2020-FIAQLS-952,,Feedback d'indicateur automatisé pour l'amélioration de la qualité de la lettre de liaison à la sortie : essai contrôlé randomisé en clusters-,2020,,,SIRANo,CHU GRENOBLE ALPES
101004032,SEAMLESS,Services based on Ecosystem data AssiMiLation: Essential Science and Solutions,2020,179445,,H2020,Plymouth Marine Laboratory
956123,FOCETA,FOUNDATIONS FOR CONTINUOUS ENGINEERING OF TRUSTWORTHY AUTONOMY,2020,483065,,H2020,Université Grenoble Alpes
ANR-20-STHP-0002,HYPOXPERF,Hypoxie et Performance 2024,2020,,,PIA ANR,"Institut National du Sport, de l'Expertise et de la Performance"
ANR-20-SFRI-0007,GS UGA,Graduate School Université Grenoble Alpes,2020,,,PIA ANR,Université Grenoble Alpes
ANR-20-PCPA-0006,MoBiDiv,Mobilizing and Breeding Intra and inter-specific crop Diversity for a systemic change towards pesticide-free agriculture,2020,,,PIA ANR,INRAE Centre Ile-de-France - Versailles-Saclay
ANR-20-PCPA-0005,FAST,Facilitate public Action to exist from peSTicides,2020,,,PIA ANR,INRAE Centre Occitanie - Montpellier
ANR-20-PAMR-0007,NASPEC,Narrow spectrum antibiotics to fight the convergence of bacterial resistance,2020,,,PIA ANR,Université Paris Cité
PREPS-2020-COM-ARM-7D3,,Efficacité d'un programme de formation à la communication pour améliorer le traitement des appels pour suspicion d'arrêt cardiaque aux SAMU-centre 15- Essai contrôlé randomisé multicentrique d'implémentation en stepped-wedge-,2020,,,SIRANo,CHU GRENOBLE ALPES
101002188,PROTOPLANETS,Establishing a global observational view of the early stages of planet formation and evolution,2020,1673510,,H2020,Université Grenoble Alpes
956560,REGALE,An open architecture to equip next generation HPC applications with exascale capabilities,2020,246586,,H2020,National Technical University of Athens
ANR-20-COEN-0006,COEN5028,,2020,,,ANR,Université Grenoble Alpes
ANR-20-CE13-0022,HydroField,Contribution des flux d'eau au développement du mérisme apical caulinaire,2020,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-20-CE02-0008,NeGA,Influence de la taille efficace des populations sur l'architecture des génomes animaux,2020,,,ANR,LABORATOIRE D'ECOLOGIE DES HYDROSYSTEMES NATURELS ANTHROPISES
860497,GMOS-Train,Global Mercury Observation and Training Network in Support to the Minamata Convention,2019,274802,,H2020,Jožef Stefan Institute
871121,EPOS SP,European Plate Observing System Sustainability Phase,2019,97219,,H2020,European plate observing system - european research infrastructure consortium
871115,ACTRIS IMP,"Aerosol, Clouds and Trace Gases Research Infrastructure Implementation Project",2019,74375,,H2020,Finnish Meteorological Institute
952026,HumanE-AI-Net,HumanE AI Network,2019,86938,,H2020,German Research Centre for Artificial Intelligence
945539,HBP SGA3,Human Brain Project Specific Grant Agreement 3,2019,412628,,H2020,Ebrains
ANR-19-MPGA-0009,PORTAL,Pathways for Transformation in the Alps,2019,,,PIA ANR,CNRS Alpes (Grenoble)
951393,NanoBubbles,"Nano bubbles: how, when and why does science fail to correct itself?",2019,1986168,,H2020,Université Sorbonne Paris Nord
ANR-19-CE40-0013,ExtremReg,"Régression extrême avec applications à l'économétrie, l'environnement et à la finance",2019,,,ANR,FONDATION JEAN JACQUES LAFFONT
ANR-19-CE13-0020,Cell-Whisper,Analyse quantitative en temps réel de la voie ERK au cours de l'embryogenèse,2019,,,ANR,Centre de Recherche en Biologie cellulaire de Montpellier
ANR-19-ENM3-0003,GLIOSILK,,2019,,,ANR,Centre de Recherche en Cancérologie et Immunologie Nantes-Angers
ANR-19-CE45-0010,Evoluthon,La vie articifielle comme banc d'essai pour l'évolution moléculaire,2019,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-19-CE33-0008,ML3RI,Apprentissage de bas-niveau d'ineractions robotiques multi-modales avec plusieurs personnes,2019,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
865826,HiggS2,Higgs mode in Superconductors,2019,60560,,H2020,Centre national de la recherche scientifique
866340,POLINEQUAL,"The Politicisation of Economic Inequality:  The Impact of Welfare Regimes, Elites’ Discourse and Media Frames on Citizens’ Perceptions,  Justice Evaluations and Political Behaviour",2019,1348750,,H2020,Université Grenoble Alpes
862025,ADAM^2,"Analysis, Design, And Manufacturing using Microstructures",2019,45400,,H2020,Basque Center for Applied Mathematics
871336,PEROXIS,ground-breaking PEROvskite technologies for advanced X-ray medical Imaging Systems,2019,55046,,H2020,Commissariat à l’énergie atomique et aux énergies alternatives
869226,DRYvER,"Securing biodiversity, functional integrity and ecosystem services in DRYing rivER networks",2019,625184,,H2020,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement"
870377,NEO-MAPP,Near Earth Object Modelling and Payloads for Protection,2019,445145,,H2020,Centre national de la recherche scientifique
894327,SIDE-COMMITTEE,Science & Innovation policy in DEbate: COnditions for MaxiMised socIetal ouTputs through mulTi lEvEl analysis,2019,295062,,H2020,Université Grenoble Alpes
865963,DEEP-trigger,"Preparation of Subduction Earthquakes: Slow, Deep, Large-scale trigger",2019,1776030,,H2020,Université Grenoble Alpes
869984,OPEN_NEXT,Company-Community Collaboration for Open Source Development of products and services,2019,3308,,H2020,Technical University of Berlin
ANR-19-CE46-0011,MeLODy,"Bridging geohysics and MachinE Learning for the modeling, simulation and reconstruction of Ocean DYnamics",2019,,,ANR,"IMT Atlantique/Laboratoire des Sciences et Techniques de l'Information, de la Communication et de la Connaissance"
ANR-19-CE23-0020,Human4D,"Human4D: Acquisition, Analyse et Synthèse de la Forme du Corps Humain en Mouvement",2019,,,ANR,"Laboratoire des sciences de l'Ingénieur, de l'Informatique et de l'Imagerie (UMR 7357)"
ANR-19-CE23-0013,3DMOVE,Apprendre à synthétiser des mouvements humains 3D dynamiques,2019,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-19-P3IA-0003,MIAI,MIAI @ Grenoble Alpes,2019,,,PIA ANR,Université Grenoble Alpes
ANR-19-MPGA-0001,HOTCLIM,Characterisation & Dynamics of Past Warm Climates,2019,,,PIA ANR,CNRS Alpes (Grenoble)
875131,eCharge4Drivers,Electric Vehicle Charging Infrastructure for improved User Experience,2019,,,H2020,National Technical University of Athens
898829,SWEETENED HEARTS,Are non-nutritive sweeteners vascular-safe substitutes for added sugars?,2019,196708,,H2020,Université Grenoble Alpes
866001,EXACT,Exoplanet Adaptive Characterization with the ELT,2019,2588166,,H2020,Université Grenoble Alpes
863227,PULSE-COM,Photo-Piezo-ActUators based on Light SEnsitive COMposite,2019,275964,,H2020,National Research Council
952215,TAILOR,"Foundations of Trustworthy AI - Integrating Reasoning, Learning and Optimization",2019,107264,,H2020,Linköping University
871149,EPN-2024-RI,Europlanet 2024 Research Infrastructure,2019,13250,,H2020,University of Kent
PHRCN-2019-PRO-MILD-F84,,Effet du décubitus ventral sur la mortalité des patients avec syndrome de détresse respiratoire aigüe léger à modéré. Essai contrôlé randomisé multicentrique,2019,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2019-EFN-VALID-DA7,,Validation française d'une échelle de fluctuations neuropsychiatriques dans la Maladie de Parkinson,2019,,,SIRANo,CHU GRENOBLE ALPES
892162,KETOCYAN,Upgrading Cyanines dyes: Non-Kekulé ketocyanines and related patterns,2019,184708,,H2020,Université Grenoble Alpes
871128,eLTER PLUS,"European long-term ecosystem, critical zone and socio-ecological systems research infrastructure PLUS",2019,6251,,H2020,University of Helsinki
847939,IP-cure-B,Immune profiling to guide host-directed interventions to cure HBV infections,2019,15028,,H2020,Institut national de la santé et de la recherche médicale
869304,PROTECT,PROjecTing sEa-level rise : from iCe sheets to local implicaTions,2019,38879,,H2020,Centre national de la recherche scientifique
PHRCN-2019-RESSTORE1-3D3,,Thérapie cellulaire régénératrice après un AVC,2019,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2019-MPO-MDS-VALID-903,,Performances de la semi-quantification de la myéloperoxydase des polynucléaires neutrophiles du sang périphérique par cytométrie en flux pour le diagnostic dexclusion de syndrome myélodysplasique.,2019,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2019-CAT-AN-9EA,,"Traitement contra-attitudinal versus mindfulness dans lanorexie mentale,essai contrôlé randomisé",2019,,,SIRANo,CHU GRENOBLE ALPES
892570,REPONANO,Retention of toxic pollutants by nanomagnetite aggregates,2019,196708,,H2020,Université Grenoble Alpes
893981,CHECKMATE,deCiphering tHE chemo-mechanical CrosstalK between Macrophages And Tumor cElls,2019,196708,,H2020,Université Grenoble Alpes
ANR-19-EBI3-0009,BioRodDis,Managing biodiversity in forests and urban green spaces : Dilution and amplification effects on rodent microbiomes and rodent-borne diseases,2019,,,ANR,Centre de Biologie pour la Gestion des Populations
ANR-19-CE23-0015,REFINO,Optimisation grace au Champ Moyen Raffiné,2019,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-19-CE21-0003,SOSweet,Effets des édulcorants sur la fonction vasculaire : identification du rôle de la famille des récepteurs du goût sucré T1R,2019,,,ANR,Laboratoire de Pharm-Ecologie Cardiovasculaire
ANR-19-CE17-0014,FLAGEL-OME,"Aspects fondamentaux, génétiques et cliniques de l’infertilité masculine causée par des anomalies sévères des flagelles spermatiques",2019,,,ANR,CHU Grenoble Alpes
811965,STINTS,Skin Tissue INTegrity under Shear,2018,549604,,H2020,University of Birmingham
812772,Phys2BioMed,Biomechanics in health and disease: advanced physical tools for innovative early diagnosis,2018,,,H2020,University of Milan
820575,TiPACCs,Tipping Points in Antarctic Climate Components,2018,502000,,H2020,Norwegian Research Centre
828947,ENERXICO,Supercomputing and Energy for Mexico,2018,217500,,H2020,Barcelona Supercomputing Center
824068,ENVRI-FAIR,"ENVironmental Research Infrastructures building Fair services Accessible for society, Innovation and Research",2018,56250,,H2020,Forschungszentrum Jülich
PHRCI-2018-CTS-POP-5EF,,"Étude de l'efficacité d'une ceinture de contention thoracique sélective (CTS) en post-opératoire d'exérèse pulmonaire- Étude multicentrique, prospective, contrôlée, randomisée avec stratification sur la voie d'abord chirurgicale, en ouvert-",2018,,,SIRANo,CHU GRENOBLE ALPES
ANSES-19-EST-010,miR-Ex-HAP,"""Utilisation des miARN circulants comme indicateurs d'exposition aux hydrocarbures aromatiques polycycliques seuls et en mélange""",2018,,,ANSES,
826060,AI4DI,Artificial Intelligence for Digitizing Industry,2018,2341,,H2020,Infineon Technologies
839880,DAMAGE,seismic off-fault Deformation: A multi-scale iMAGing to constrain Earthquake energy budget,2018,184708,,H2020,Université Grenoble Alpes
ANR-18-CE40-0008,DIGITSLID,Différentiateurs et commandes homogènes par modes glissants multivalués en temps discret: l'approche implicite,2018,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-18-CE25-0007,DCore,Debogage causal pour systèmes concurrents,2018,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-18-CE23-0021,ON-TRAC,Outils Neuronaux « End-to-End » pour la TRAduction des Communications,2018,,,ANR,Laboratoire Informatique d’Avignon
ANR-18-CE17-0017,PGI2Heal,La voie de la PGI2 pour améliorer la cicatrisation des plaies du pied diabétique,2018,,,ANR,HYPOXIE : PHYSIOPATHOLOGIE CARDIOVASCULAIRE ET RESPIRATOIRE
AAP-2018-Prevention-06,InterMob,Une intervention randomisée pour inciter au report modal en vue d’une mobilité urbaine durable,2018,,,IRESP,
838056,CelluWiz,Process developments for a recyclable and compostable all-cellulose multilayer material for packaging,2018,79850,,H2020,Centre technique du papier
826276,CPS4EU,Cyber Physical Systems for Europe,2018,72983,,H2020,Valeo
ANR-18-MRS1-0017,Fennec,Accélérer la nano-caractérisation,2018,,,ANR,Modélisation et Exploration des Matériaux
834317,FUELING-TRANSPORT,Deciphering the Role of Huntingtin in Energy Supply for Axonal Transport in Health and Huntington’s Disease,2018,2369941,,H2020,Université Grenoble Alpes
824158,EoCoE-II,Energy Oriented Center of Excellence : toward exascale for energy,2018,,,H2020,Commissariat à l’énergie atomique et aux énergies alternatives
815384,Beyond EPICA,"Beyond EPICA Oldest Ice Core: 1,5 Myr of greenhouse gas – climate feedbacks",2018,3638,,H2020,National Research Council
PHRCI-2018-MORPHEUS-EE7,,Efficacité d'une titration de morphine sur la réduction du taux d'échec précoce de ventilation non invasive lors des exacerbations de bronchopneumopathies chroniques obstructives,2018,,,SIRANo,CHU GRENOBLE ALPES
812638,CALIPER,Creating Granular Materials Experts by Developing Experimental Calibrations for Computational Methods,2018,549604,,H2020,Wageningen University & Research
813263,PMSMatTrain,Novel Biomaterial-based Device for the Treatment of Progressive MS-   - An Integrated Pan- European Approach,2018,274802,,H2020,"National University of Ireland, Galway"
821115,RISE,Real-time Earthquake Risk Reduction for a Resilient Europe,2018,294395,,H2020,ETH Zurich
817803,FaultScan,Passive seismic scanning of the preparation phase of damaging earthquakes,2018,1887130,,H2020,Université Grenoble Alpes
ANR-18-JSTQ-0001,QCONTROL,Control quantique des qubits volants dans des semiconducteurs,2018,,,ANR,Institut Néel - CNRS Alpes
ANR-18-CE23-0011,AVENUE,Réseau de mémoire visuelle pour l'interprétation de scènes,2018,,,ANR,Centre de Recherche Inria Grenoble - Rhône-Alpes
ANR-18-NCUN-0029,INGEPLUS,Projet IngéPLUS d'ouverture sociale des écoles d'ingénieurs par la diversification des cursus,2018,,,PIA ANR,Institut National Polytechnique Grenoble
PRME-2018-LONG-DEF-25E,,Evaluation médico-économique de l'impact de la longévité des défibrillateurs cardiaques implantables-,2018,,,SIRANo,CHU GRENOBLE ALPES
840550,PRESQUE,A predicting platform for designing semiconductor quantum devices,2018,184708,,H2020,Université Grenoble Alpes
856555,MEET,Monitoring Earth Evolution Through Time,2018,6348405,,H2020,Université Grenoble Alpes
ANR-18-CE92-0053,RFTC,Modification de l’excitabilité corticale spontanée et induite par stimulation électrique des réseaux épileptiques après électrocoagulation.,2018,,,ANR,Centre Hospitalier Universitaire Grenoble Alpes
ANR-18-CE45-0001,MEMOIRE,Modélisation multi-échelles des réponses immunes T CD8,2018,,,ANR,CENTRE INTERNATIONAL DE RECHERCHE EN INFECTIOLOGIE
ANR-18-CE25-0011,CANCAN,Adaptation basée sur le contenu et le contexte dans les réseaux mobiles,2018,,,ANR,THALES SIX GTS France SAS
811312,ACO,AstroChemical Origins,2018,549604,,H2020,Université Grenoble Alpes
813137,URBASIS,New challenges for Urban Engineering Seismology,2018,824406,,H2020,Université Grenoble Alpes
ANR-18-MPGA-0006,MAGICLIM,"Climat de montagne, glaciers et dynamique du paysage",2018,,,PIA ANR,CNRS Alpes (Grenoble)
ANR-18-EURE-0016,SOLAR,Approach of Solar Integration in the Built,2018,,,PIA ANR,Université de Savoie Mont-Blanc
INCa-13698,,Non-takeup of healthcare in patients with breast or colorectal cancer: a pilot study implementing the barometer of non-takeup towards development of intervention strategies [ODENORE_Cancer],2018,,,INCa,Université Grenoble-Alpes (UGA)
825619,AI4EU,A European AI On Demand Platform and Ecosystem,2018,26311,,H2020,Thales
821988,ADE,AUTONOMOUS DECISION MAKING IN VERY LONG TRAVERSES,2018,118700,,H2020,GMV Innovating Solutions
ANR-18-MPGA-0004,FORBIC,Prévision du changement de la biodiversité,2018,,,PIA ANR,INRAE centre Lyon Grenoble Auvergne Rhône Alpes
ANR-18-MPGA-0002,CONTACTS,Turbulence homogène de l'océan pour les simulateurs climatiques,2018,,,PIA ANR,CNRS Alpes (Grenoble)
PHRCN-2018-TRUST-30A,,Intérêt du doppler transcrânien pour la gestion des patients traumatisés crâniens légers,2018,,,SIRANo,CHU GRENOBLE ALPES
PREPS-2018-OCTOPUS-A8D,,Organisation territoriale de la prise en charge médicamenteuse au cours du parcours de soins des patients,2018,,,SIRANo,CHU GRENOBLE ALPES
PHRCI-2018-KIN-ACE-0CA,,Détermination de la valeur pronostique des activités des enzymes du catabolisme de la bradykinine sur le risque de récidive de langioedème secondaire à la prise dinhibiteur de lenzyme de conversion de langiotensine,2018,,,SIRANo,CHU GRENOBLE ALPES
834271,COOLER,Climatic Controls on Erosion Rates and  Relief of Mountain Belts,2018,,,H2020,University of Potsdam
820033,Atto-Zepto,Ultrasensitive Nano-Optomechanical Sensors,2018,44530,,H2020,Centre national de la recherche scientifique
